,article,category
3560,Ruthenium,['subject.Science.Chemistry.Chemical_elements']
3561,Rutherford_B._Hayes,['subject.People.USA_Presidents']
3562,Rutherfordium,['subject.Science.Chemistry.Chemical_elements']
3563,Rwanda,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3564,Rwandan_Genocide,['subject.History.Recent_History']
3565,Réunion,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3566,S-mine,['subject.History.Military_History_and_War']
3567,S._A._Andrée's_Arctic_balloon_expedition_of_1897,['subject.People.Geographers_and_explorers']
3568,SD26,['subject.Design_and_Technology.Railway_transport']
3569,SR-71_Blackbird,['subject.Design_and_Technology.Air_and_Sea_transport']
3570,Safflower,['subject.Science.Biology.Plants']
3571,Saffron,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
3572,Sahara,"['subject.Geography.African_Geography', 'subject.Geography.Geography_of_the_Middle_East']"
3573,Saint-Pierre_and_Miquelon,['subject.Geography.North_American_Geography']
3574,Saint_Helena,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3575,Saint_Joan_(play),['subject.Language_and_literature.Theatre']
3576,Saint_Kitts_and_Nevis,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
3577,Saint_Lawrence_Seaway,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.Geography.North_American_Geography']"
3578,Saint_Lucia,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
3579,Saint_Petersburg,['subject.Geography.European_Geography']
3580,Saint_Vincent_and_the_Grenadines,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
3581,Sakurajima,['subject.Geography.Geography_of_Asia']
3582,Saladin,['subject.People.Historical_figures']
3583,Salford,['subject.Geography.Geography_of_Great_Britain']
3584,Salsa_music,['subject.Music.Musical_genres_styles_eras_and_events']
3585,Salt,['subject.Science.Chemistry.Chemical_compounds']
3586,"Salt_Lake_City,_Utah",['subject.Geography.North_American_Geography']
3587,Saltasaurus,['subject.Science.Biology.Dinosaurs']
3588,Salvador_Dalí,['subject.People.Artists']
3589,Samantha_Smith,['subject.People.Historical_figures']
3590,Samarium,['subject.Science.Chemistry.Chemical_elements']
3591,Samoa,"['subject.Countries', 'subject.Geography.Geography_of_Oceania_Australasia']"
3592,Samuel_Beckett,"['subject.Language_and_literature.Theatre', 'subject.People.Writers_and_critics']"
3593,Samuel_Taylor_Coleridge,"['subject.Language_and_literature.Poetry_and_Opera', 'subject.People.Writers_and_critics']"
3594,San_Diegan,['subject.Design_and_Technology.Railway_transport']
3595,San_Diego_Electric_Railway,['subject.Design_and_Technology.Railway_transport']
3596,San_Diego_and_Arizona_Railway,['subject.Design_and_Technology.Railway_transport']
3597,"San_Francisco,_California",['subject.Geography.North_American_Geography']
3598,San_Francisco_garter_snake,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3599,"San_Jose,_California",['subject.Geography.North_American_Geography']
3600,San_Marino,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3601,Sand,['subject.Geography.Geology_and_geophysics']
3602,Sand_art_and_play,['subject.Everyday_life.Recreation']
3603,Sand_shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3604,Sandringham_House,['subject.Design_and_Technology.Architecture']
3605,Sandur,['subject.Geography.Geology_and_geophysics']
3606,Sandy_Koufax,['subject.People.Sports_and_games_people']
3607,Sanskrit,['subject.Language_and_literature.Languages']
3608,Sanssouci,['subject.Design_and_Technology.Architecture']
3609,Santa_Claus,['subject.Everyday_life.Everyday_life']
3610,Santamaría_(volcano),['subject.Geography.Central_and_South_American_Geography']
3611,"Santiago,_Chile",['subject.Geography.Central_and_South_American_Geography']
3612,Santorini,['subject.Geography.European_Geography']
3613,Sarajevo,['subject.Geography.European_Geography']
3614,Sardar_Vallabhbhai_Patel,['subject.People.Historical_figures']
3615,Sasha_(DJ),['subject.People.Actors_models_and_celebrities']
3616,Sassanid_Empire,['subject.History.General_history']
3617,Saturn,['subject.Science.Physics.The_Planets']
3618,Saturn_V,['subject.Science.Physics.Space_transport']
3619,Saudi_Arabia,"['subject.Countries', 'subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries']"
3620,Saurischia,['subject.Science.Biology.Dinosaurs']
3621,Sauropodomorpha,['subject.Science.Biology.Dinosaurs']
3622,Sauroposeidon,['subject.Science.Biology.Dinosaurs']
3623,Sauropsid,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3624,Saxicola,['subject.Science.Biology.Birds']
3625,Saxophone,['subject.Music.Musical_Instruments']
3626,Scandium,['subject.Science.Chemistry.Chemical_elements']
3627,Scanian_(linguistics),['subject.Language_and_literature.Linguistics']
3628,Scattered_disc,['subject.Science.Physics.Space_Astronomy']
3629,Scelidosaurus,['subject.Science.Biology.Dinosaurs']
3630,Scent_of_a_Woman,['subject.Everyday_life.Films']
3631,Schatzki_ring,['subject.Science.Biology.Health_and_medicine']
3632,Scheme_programming_language,['subject.IT.Computer_Programming']
3633,Schizophrenia,['subject.Science.Biology.Health_and_medicine']
3634,Schrödinger_equation,['subject.Science.Physics.General_Physics']
3635,Schuttern_Gospels,['subject.Religion.Religious_texts']
3636,Science,['subject.Everyday_life.Everyday_life']
3637,Scientific_classification,"['subject.Science.Biology.Evolution_and_reproduction', 'subject.Science.Biology.General_Biology']"
3638,Scooby-Doo,"['subject.Everyday_life.Cartoons', 'subject.Everyday_life.Television']"
3639,"Scotch_College,_Perth",['subject.Citizenship.Education']
3640,Scotland,['subject.Geography.Geography_of_Great_Britain']
3641,Scotland_in_the_High_Middle_Ages,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
3642,Scots_language,['subject.Language_and_literature.Languages']
3643,Scott_Special,['subject.Design_and_Technology.Railway_transport']
3644,Scottish_Episcopal_Church,['subject.Religion.Religious_movements_traditions_and_organizations']
3645,Scottish_Gaelic_language,['subject.Language_and_literature.Languages']
3646,Scottish_Highlands,['subject.Geography.Geography_of_Great_Britain']
3647,Scottish_mythology,['subject.Religion.Myths']
3648,Scouting,['subject.Citizenship.Community_organisations']
3649,Scramble_for_Africa,['subject.History.British_History.British_History_17501900']
3650,Screw,['subject.Design_and_Technology.Engineering']
3651,Scrooge_McDuck,['subject.Everyday_life.Cartoons']
3652,Sculpture,['subject.Art.Art']
3653,Scurvy,['subject.Science.Biology.Health_and_medicine']
3654,Sea,['subject.Geography.General_Geography']
3655,Sea_level_rise,['subject.Citizenship.Environment']
3656,Sea_of_Galilee,['subject.Geography.General_Geography']
3657,Seaborgium,['subject.Science.Chemistry.Chemical_elements']
3658,Sean_Connery,['subject.People.Actors_models_and_celebrities']
3659,Sears_Catalog_Home,['subject.History.Recent_History']
3660,Season,"['subject.Geography.Climate_and_the_Weather', 'subject.Everyday_life.Everyday_life']"
3661,"Seattle,_Washington",['subject.Geography.North_American_Geography']
3662,Seawater,['subject.Geography.Geology_and_geophysics']
3663,Second_Boer_War,['subject.History.Pre_1900_Military']
3664,Second_Congo_War,['subject.History.Military_History_and_War']
3665,Second_Crusade,"['subject.History.Military_History_and_War', 'subject.Religion.Religious_disputes']"
3666,Seed,"['subject.Science.Biology.General_Biology', 'subject.Science.Biology.Plants']"
3667,Seinfeld,['subject.Everyday_life.Television']
3668,Selena,['subject.People.Performers_and_composers']
3669,Selenium,['subject.Science.Chemistry.Chemical_elements']
3670,Semiconductor,['subject.Science.Physics.Electricity_and_Electronics']
3671,Semiconductor_device,"['subject.Science.Physics.Electricity_and_Electronics', 'subject.Design_and_Technology.Engineering']"
3672,Senate_of_Canada,['subject.Citizenship.Politics_and_government']
3673,Senegal,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3674,Senufo_languages,['subject.Language_and_literature.Languages']
3675,Seoul,['subject.Geography.Geography_of_Asia']
3676,Separation_of_powers_under_the_United_States_Constitution,['subject.Citizenship.Law']
3677,"September_11,_2001_attacks",['subject.History.Recent_History']
3678,Sequence_alignment,['subject.Science.Biology.General_Biology']
3679,Sequoia,['subject.Science.Biology.Plants']
3680,Serbia,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3681,Serbia_and_Montenegro,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3682,Serenity_(film),['subject.Everyday_life.Films']
3683,Sermon_on_the_Mount,['subject.Religion.Religious_texts']
3684,Sesame,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
3685,Sesame_Street,['subject.Everyday_life.Television']
3686,Set,['subject.Mathematics']
3687,Severn_crossing,['subject.Geography.Geography_of_Great_Britain']
3688,Seychelles,['subject.Geography.African_Geography.African_Countries']
3689,Sgt._Pepper's_Lonely_Hearts_Club_Band,['subject.Music.Musical_Recordings_and_compositions']
3690,Shabo_language,['subject.Language_and_literature.Languages']
3691,Shackleton_(crater),['subject.Science.Physics.Space_Astronomy']
3692,Shaka,['subject.People.Historical_figures']
3693,Shanghai,['subject.Geography.Geography_of_Asia']
3694,Shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3695,Sharon_Tate,['subject.People.Actors_models_and_celebrities']
3696,Sheffield,['subject.Geography.Geography_of_Great_Britain']
3697,Sheikh_Mujibur_Rahman,['subject.People.Historical_figures']
3698,Shelduck,['subject.Science.Biology.Birds']
3699,Shenzhou_6,['subject.Science.Physics.Space_transport']
3700,Shenzhou_spacecraft,['subject.Science.Physics.Space_transport']
3701,Shetland,['subject.Geography.Geography_of_Great_Britain']
3702,Shielded_metal_arc_welding,['subject.Design_and_Technology.Engineering']
3703,Shigin,['subject.Language_and_literature.Literature_types']
3704,Shining_Path,['subject.History.Recent_History']
3705,Shinto,['subject.Religion.Religious_movements_traditions_and_organizations']
3706,Ship,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.Design_and_Technology.Engineering']"
3707,Shoe_polish,['subject.Everyday_life.Everyday_life']
3708,Short-beaked_Echidna,['subject.Science.Biology.Mammals']
3709,Shoshone_National_Forest,['subject.Geography.North_American_Geography']
3710,Shrimp_farm,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3711,Shrine_of_Remembrance,['subject.Design_and_Technology.Architecture']
3712,Shroud_of_Turin,['subject.Religion.Religious_disputes']
3713,Sichuan_Pepper,['subject.Everyday_life.Food_and_agriculture']
3714,Sicilian_Baroque,['subject.Design_and_Technology.Architecture']
3715,Sickle-cell_disease,['subject.Science.Biology.Health_and_medicine']
3716,Siege,['subject.History.Military_History_and_War']
3717,Siege_of_Antioch,['subject.History.Ancient_History_Classical_History_and_Mythology']
3718,Sierra_Leone,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3719,Sigmund_Freud,['subject.People.Human_Scientists']
3720,Sikhism,['subject.Religion.Religious_movements_traditions_and_organizations']
3721,Sikkim,['subject.Geography.Geography_of_Asia']
3722,Silent_film,['subject.Everyday_life.Films']
3723,Silicon,['subject.Science.Chemistry.Chemical_elements']
3724,Silurian,['subject.Geography.Geology_and_geophysics']
3725,Silver,['subject.Science.Chemistry.Chemical_elements']
3726,SimCity,['subject.Everyday_life.Computer_and_Video_games']
3727,Simca_Vedette,['subject.Design_and_Technology.Road_transport']
3728,Simón_Bolívar,['subject.People.Historical_figures']
3729,Sinclair_Research_Ltd,['subject.Business_Studies.Companies']
3730,Singapore,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
3731,Sino-German_cooperation_(1911-1941),['subject.History.Recent_History']
3732,Sino-Roman_relations,['subject.History.Ancient_History_Classical_History_and_Mythology']
3733,Sirius,['subject.Science.Physics.Space_Astronomy']
3734,Sistine_Chapel_ceiling,['subject.Art.Art']
3735,Sitting_Bull,['subject.People.Historical_figures']
3736,Six-party_talks_concerning_North_Korea's_nuclear_program,['subject.History.Recent_History']
3737,Ska,['subject.Music.Musical_genres_styles_eras_and_events']
3738,Skiing,['subject.Everyday_life.Sports']
3739,Skylark,['subject.Science.Biology.Birds']
3740,Skåneland,['subject.History.General_history']
3741,Slavery,['subject.Citizenship.Animal_and_Human_Rights']
3742,Slavic_mythology,['subject.Religion.Myths']
3743,Sleep,['subject.Everyday_life.Everyday_life']
3744,Slovakia,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3745,Slovenia,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3746,Smallpox,['subject.Science.Biology.Health_and_medicine']
3747,Smog,['subject.Citizenship.Environment']
3748,Snaefell_Mountain_Railway,['subject.Design_and_Technology.Railway_transport']
3749,Snake_charming,['subject.Everyday_life.Recreation']
3750,Snow,['subject.Geography.Climate_and_the_Weather']
3751,Snow_Goose,['subject.Science.Biology.Birds']
3752,Snowball_Earth,['subject.Geography.Climate_and_the_Weather']
3753,Snowdonia,['subject.Geography.Geography_of_Great_Britain']
3754,Snowdonia_National_Park,['subject.Geography.Geography_of_Great_Britain']
3755,Snowy_Owl,['subject.Science.Biology.Birds']
3756,Social_anxiety,['subject.Science.Biology.Health_and_medicine']
3757,Social_capital,['subject.Citizenship.Politics_and_government']
3758,Social_contract_(Malaysia),['subject.Citizenship.Politics_and_government']
3759,Socialism,['subject.Citizenship.Politics_and_government']
3760,Society,"['subject.Citizenship.Community_organisations', 'subject.Citizenship.Politics_and_government']"
3761,Society_of_Merchant_Venturers,"['subject.History.British_History', 'subject.History.British_History.British_History_15001750']"
3762,Sociocultural_evolution,['subject.Citizenship.Culture_and_Diversity']
3763,Sociology,['subject.Citizenship.Politics_and_government']
3764,Socrates,['subject.People.Philosophers']
3765,Soddo_language,['subject.Language_and_literature.Languages']
3766,Sodium,['subject.Science.Chemistry.Chemical_elements']
3767,Sodium_hydroxide,['subject.Science.Chemistry.Chemical_compounds']
3768,Sodium_sulfate,['subject.Science.Chemistry.Chemical_compounds']
3769,Soil,['subject.Geography.Geology_and_geophysics']
3770,Soil_moisture,['subject.Geography.Geology_and_geophysics']
3771,Soil_pH,['subject.Geography.Geology_and_geophysics']
3772,Soil_profile,"['subject.Everyday_life.Food_and_agriculture', 'subject.Geography.Geology_and_geophysics']"
3773,Soil_salination,['subject.Geography.Geology_and_geophysics']
3774,Soil_science,['subject.Geography.Geology_and_geophysics']
3775,Soil_structure,['subject.Geography.Geology_and_geophysics']
3776,Soils_retrogression_and_degradation,['subject.Geography.Geology_and_geophysics']
3777,Solar_System,['subject.Science.Physics.Space_Astronomy']
3778,Solar_eclipse,['subject.Science.Physics.Space_Astronomy']
3779,Solomon_Islands,"['subject.Countries', 'subject.Geography.Geography_of_Oceania_Australasia']"
3780,Somalia,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3781,Song_Thrush,['subject.Science.Biology.Birds']
3782,Sonic_the_Hedgehog_(character),['subject.Everyday_life.Computer_and_Video_games']
3783,Sony,['subject.Business_Studies.Companies']
3784,Sorghum,['subject.Science.Biology.Plants']
3785,Sorrel,['subject.Science.Biology.Plants']
3786,Soukous,['subject.Music.Musical_genres_styles_eras_and_events']
3787,Sound,['subject.Science.Physics.General_Physics']
3788,Soup,['subject.Everyday_life.Drink']
3789,South_Africa,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3790,South_America,['subject.Geography.Central_and_South_American_Geography']
3791,South_China_Sea,['subject.Geography.General_Geography']
3792,South_Georgia_and_the_South_Sandwich_Islands,['subject.Geography.Antarctica']
3793,South_Korea,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
3794,South_Ossetia,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3795,Southampton,['subject.Geography.Geography_of_Great_Britain']
3796,Southern_Africa,['subject.Geography.African_Geography']
3797,Southern_Ocean,"['subject.Geography.Antarctica', 'subject.Geography.General_Geography']"
3798,Southern_Pacific_4449,['subject.Design_and_Technology.Railway_transport']
3799,Southern_Rockhopper_Penguin,['subject.Science.Biology.Birds']
3800,Southern_United_States,['subject.Geography.North_American_Geography']
3801,Soviet_Union,['subject.History.Recent_History']
3802,Soybean,['subject.Everyday_life.Food_and_agriculture']
3803,Space_Invaders,['subject.Everyday_life.Computer_and_Video_games']
3804,Space_Race,['subject.History.General_history']
3805,Space_Shuttle_Challenger,['subject.Science.Physics.Space_transport']
3806,Space_Shuttle_Challenger_disaster,"['subject.Design_and_Technology.Engineering', 'subject.Science.Physics.Space_transport']"
3807,Space_Shuttle_Columbia,['subject.Science.Physics.Space_transport']
3808,Space_Shuttle_Columbia_disaster,"['subject.Design_and_Technology.Engineering', 'subject.Science.Physics.Space_transport']"
3809,Space_Shuttle_Endeavour,['subject.Science.Physics.Space_transport']
3810,Space_Shuttle_program,['subject.Science.Physics.Space_transport']
3811,Space_exploration,"['subject.Design_and_Technology.Engineering', 'subject.Science.Physics.Space_transport']"
3812,Space_station,['subject.Science.Physics.Space_transport']
3813,Space_suit,['subject.Science.Physics.Space_transport']
3814,Spacecraft_propulsion,"['subject.Science.Physics.General_Physics', 'subject.Science.Physics.Space_transport']"
3815,Spain,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3816,Spanish_Armada,['subject.History.British_History.British_History_15001750']
3817,Spanish_Inquisition,"['subject.History.General_history', 'subject.Religion.Religious_disputes']"
3818,Spanish_conquest_of_the_Inca_Empire,['subject.History.General_history']
3819,Spanish_language,['subject.Language_and_literature.Languages']
3820,Sparrow,['subject.Science.Biology.Birds']
3821,Sparrowhawk,['subject.Science.Biology.Birds']
3822,Speaker_of_the_British_House_of_Commons,['subject.Citizenship.Politics_and_government']
3823,Speaker_of_the_United_States_House_of_Representatives,['subject.Citizenship.Politics_and_government']
3824,Special_relativity,['subject.Science.Physics.General_Physics']
3825,Speech_synthesis,['subject.IT.Software']
3826,Speed_of_light,['subject.Science.Physics.General_Physics']
3827,Sperm_Whale,['subject.Science.Biology.Mammals']
3828,Sphere,['subject.Mathematics']
3829,Spherical_aberration,['subject.Science.Physics.General_Physics']
3830,Spider,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3831,Spinosaurus,['subject.Science.Biology.Dinosaurs']
3832,Spirit_of_the_American_Doughboy,['subject.History.Recent_History']
3833,Spix's_Macaw,['subject.Science.Biology.Birds']
3834,Split_infinitive,['subject.Language_and_literature.Linguistics']
3835,Sport,['subject.Everyday_life.Sports']
3836,Spotted_Flycatcher,['subject.Science.Biology.Birds']
3837,Spring_(season),"['subject.Geography.Climate_and_the_Weather', 'subject.Everyday_life.Everyday_life']"
3838,Spring_Heeled_Jack,['subject.Religion.Myths']
3839,Sputnik_1,['subject.Science.Physics.Space_transport']
3840,Sputnik_2,['subject.Science.Physics.Space_transport']
3841,Sputnik_program,['subject.Science.Physics.Space_transport']
3842,Spyware,['subject.IT.Websites_and_the_Internet']
3843,Squash_(sport),['subject.Everyday_life.Sports']
3844,Sri_Lanka,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
3845,Sri_Lankan_Civil_War,['subject.Citizenship.Conflict_and_Peace']
3846,St_Buryan,['subject.Geography.Geography_of_Great_Britain']
3847,St_Michael's_Mount,['subject.Geography.Geography_of_Great_Britain']
3848,St_Paul's_Cathedral,['subject.Design_and_Technology.Architecture']
3849,Stag_beetle,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3850,Stage_(theatre),['subject.Language_and_literature.Theatre']
3851,Stained_glass,['subject.Art.Art']
3852,Stanisław_Koniecpolski,['subject.People.Historical_figures']
3853,Stanisław_Lem,['subject.People.Writers_and_critics']
3854,"Stanley,_Falkland_Islands",['subject.Geography.Central_and_South_American_Geography']
3855,Stanley_Baldwin,['subject.People.Political_People']
3856,Star,['subject.Science.Physics.Space_Astronomy']
3857,StarCraft,['subject.Everyday_life.Computer_and_Video_games']
3858,Star_Fox__Assault,['subject.Everyday_life.Computer_and_Video_games']
3859,Star_Trek,['subject.Everyday_life.Films']
3860,Star_Trek__Deep_Space_Nine,['subject.Everyday_life.Television']
3861,Star_Trek__The_Original_Series,['subject.Everyday_life.Television']
3862,Star_Wars,['subject.Everyday_life.Films']
3863,Star_Wars_Episode_IV__A_New_Hope,['subject.Everyday_life.Films']
3864,Star_anise,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
3865,Stargate_SG-1,['subject.Everyday_life.Television']
3866,Starling,['subject.Science.Biology.Birds']
3867,Starship_Troopers,['subject.Language_and_literature.Novels']
3868,Statistics,['subject.Mathematics']
3869,Statue_of_Zeus_at_Olympia,['subject.History.Ancient_History_Classical_History_and_Mythology']
3870,Steam_engine,['subject.Design_and_Technology.Engineering']
3871,Steel,['subject.Science.Chemistry.Materials_science']
3872,Stefan_Edberg,['subject.People.Sports_and_games_people']
3873,Stegosaurus,['subject.Science.Biology.Dinosaurs']
3874,Stem_cell,"['subject.Science.Biology.General_Biology', 'subject.Science.Biology.Health_and_medicine']"
3875,Stephen_Harper,['subject.People.Political_People']
3876,Stephen_Hawking,['subject.People.Astronomers_and_physicists']
3877,Stephen_Jay_Gould,"['subject.Science.Biology.Evolution_and_reproduction', 'subject.People.Writers_and_critics']"
3878,Stephen_Trigg,['subject.People.Geographers_and_explorers']
3879,Stephen_of_England,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
3880,Steve_Davis,['subject.People.Sports_and_games_people']
3881,Stickleback,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3882,Still_Game,['subject.Everyday_life.Television']
3883,Stingray,['subject.Science.Biology.Insects_Reptiles_and_Fish']
3884,Stock,"['subject.Business_Studies.Business', 'subject.Business_Studies.Economics']"
3885,Stock_car_(rail),['subject.Design_and_Technology.Railway_transport']
3886,Stockholm,['subject.Geography.European_Geography']
3887,Stoicism,['subject.Religion.Philosophy']
3888,Stone_Age,['subject.History.Ancient_History_Classical_History_and_Mythology']
3889,Stonehenge,['subject.Geography.Geography_of_Great_Britain']
3890,Storm_of_October_1804,['subject.Geography.Natural_Disasters']
3891,Stornoway,['subject.Geography.Geography_of_Great_Britain']
3892,Stourbridge_Lion,['subject.Design_and_Technology.Railway_transport']
3893,Strait_of_Malacca,['subject.Geography.General_Geography']
3894,Stratford-upon-Avon,['subject.Geography.Geography_of_Great_Britain']
3895,String_theory,['subject.Science.Physics.General_Physics']
3896,Stroke,['subject.Science.Biology.Health_and_medicine']
3897,Strontium,['subject.Science.Chemistry.Chemical_elements']
3898,Struthiomimus,['subject.Science.Biology.Dinosaurs']
3899,Stuttering,['subject.Language_and_literature.Linguistics']
3900,Stuttgart,['subject.Geography.Geography_of_Great_Britain']
3901,Styracosaurus,['subject.Science.Biology.Dinosaurs']
3902,Sub-Saharan_Africa,['subject.Geography.African_Geography']
3903,Suburbs_of_Johannesburg,['subject.Geography.African_Geography']
3904,Sucre,['subject.Geography.Central_and_South_American_Geography']
3905,Sudan,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3906,Sudanic_languages,['subject.Language_and_literature.Languages']
3907,Sudoku,['subject.Everyday_life.Recreation']
3908,Suez_Canal,"['subject.Geography.African_Geography', 'subject.Design_and_Technology.Air_and_Sea_transport']"
3909,Suffrage,"['subject.Citizenship.Animal_and_Human_Rights', 'subject.Citizenship.Politics_and_government']"
3910,Sugar,['subject.Everyday_life.Food_and_agriculture']
3911,Sugar_beet,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
3912,Sugarcane,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
3913,Suikinkutsu,['subject.Music.Musical_Instruments']
3914,Suleiman_the_Magnificent,['subject.People.Historical_figures']
3915,Sulfur,['subject.Science.Chemistry.Chemical_elements']
3916,Sulfuric_acid,['subject.Science.Chemistry.Chemical_compounds']
3917,Sultan,['subject.Citizenship.Politics_and_government']
3918,Sumac,['subject.Science.Biology.Plants']
3919,Sumatra,['subject.Geography.Geography_of_Asia']
3920,Sumer,['subject.History.Ancient_History_Classical_History_and_Mythology']
3921,Summer,"['subject.Geography.Climate_and_the_Weather', 'subject.Everyday_life.Everyday_life']"
3922,"Summer_Hill,_New_South_Wales",['subject.Geography.Geography_of_Oceania_Australasia']
3923,Sumo,['subject.Everyday_life.Sports']
3924,Sun,['subject.Science.Physics.Space_Astronomy']
3925,Sun_Tzu,['subject.History.Ancient_History_Classical_History_and_Mythology']
3926,Sun_Yat-sen,['subject.People.Political_People']
3927,Sundew,['subject.Science.Biology.Plants']
3928,Sunflower,['subject.Science.Biology.Plants']
3929,Sunlight,['subject.Geography.Climate_and_the_Weather']
3930,Sunol_Water_Temple,['subject.Design_and_Technology.Architecture']
3931,Sunset_Boulevard_(1950_film),['subject.Everyday_life.Films']
3932,Super_14,['subject.Everyday_life.Sports_events']
3933,Super_Bowl_XL,['subject.Everyday_life.Sports_events']
3934,Super_Chief,['subject.Design_and_Technology.Railway_transport']
3935,Super_Mario_64,['subject.Everyday_life.Computer_and_Video_games']
3936,Super_Mario_Bros.,['subject.Everyday_life.Computer_and_Video_games']
3937,Superconductivity,['subject.Science.Physics.Electricity_and_Electronics']
3938,Superman,['subject.Everyday_life.Cartoons']
3939,Supermarine_Spitfire,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.History.British_History.British_History_Post_1900']"
3940,Supply_and_demand,['subject.Business_Studies.Economics']
3941,Supply_chain_management,['subject.Business_Studies.Business']
3942,Supreme_Court_of_the_United_States,['subject.Citizenship.Law']
3943,Suriname,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
3944,Surtsey,['subject.Geography.European_Geography']
3945,Sustainable_forestry,['subject.Citizenship.Environment']
3946,Sutton_Hoo,"['subject.History.Archaeology', 'subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']"
3947,Svalbard,['subject.Geography.European_Geography']
3948,Svartálfar,['subject.History.Ancient_History_Classical_History_and_Mythology']
3949,Swallow,['subject.Science.Biology.Birds']
3950,Swan,['subject.Science.Biology.Birds']
3951,Swastika,['subject.Religion.Religious_disputes']
3952,Swaziland,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3953,Sweden,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3954,Swedish_allotment_system,['subject.History.Military_History_and_War']
3955,Swift,['subject.Science.Biology.Birds']
3956,Swiss_Federal_Council,['subject.Citizenship.Politics_and_government']
3957,Swissair_Flight_111,['subject.History.Recent_History']
3958,Switzerland,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
3959,Sydney,['subject.Geography.Geography_of_Oceania_Australasia']
3960,Sydney_Newman,['subject.People.Producers_directors_and_media_figures']
3961,Sydney_Riot_of_1879,['subject.History.General_history']
3962,Sylvanus_Morley,['subject.History.Archaeology']
3963,Symmetry,['subject.Mathematics']
3964,Synthesizer,['subject.Music.Musical_Instruments']
3965,Syria,"['subject.Countries', 'subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries']"
3966,São_Paulo,['subject.Geography.Central_and_South_American_Geography']
3967,São_Tomé,['subject.Geography.African_Geography']
3968,São_Tomé_and_Príncipe,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
3969,Søren_Kierkegaard,['subject.People.Philosophers']
3970,T-34,['subject.History.Military_History_and_War']
3971,T._D._Judah,['subject.Design_and_Technology.Railway_transport']
3972,T._S._Eliot,"['subject.Language_and_literature.Theatre', 'subject.People.Writers_and_critics']"
3973,TGV,['subject.Design_and_Technology.Railway_transport']
3974,Tacitean_studies,['subject.History.Historians_chroniclers_and_history_books']
3975,Tagoi_language,['subject.Language_and_literature.Languages']
3976,Taipei,['subject.Geography.Geography_of_Asia']
3977,Taiwan,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
3978,Taj_Mahal,"['subject.Design_and_Technology.Architecture', 'subject.Geography.Geography_of_Asia']"
